source,model,date,tc,td,idle,realized,predicted,oracle,capture_daily,point_mse,point_mae,centered_mse,block_mse,listwise_ce,listwise_proxy,window_spearman,pred_centered_ms,true_centered_ms
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-19,0,27,False,3020.9193971255336,2184.467427432537,8844.185907706433,0.34157122302158277,0.2150777181166378,0.4181327625571991,0.21294630536600404,11.95691979331337,21.885138952182817,55.727197697679,0.16356995098645696,0.0062961310965739216,0.210516795899003
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-20,79,88,False,-827.1540776991619,1447.3446607589722,9255.507361013364,-0.08936885309857273,0.3112984175198139,0.5310923244309033,0.23162168887365997,13.748270391852113,16.714659925923915,47.17759024369994,-0.040122284453406924,0.007210064421843215,0.2276917932161088
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-21,0,60,False,-6388.17456930738,2241.6927851736546,7005.358765744449,-0.9118982742960943,0.29043328602002577,0.492885546383313,0.2782842749923022,14.195796760632774,33.98795178526856,82.17170033116989,-0.6596536936800289,0.008797228739847172,0.2239705362430436
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-22,31,58,False,-5901.57573220615,2193.8913874328136,4748.357517077977,-1.24286676202887,0.13124962941267923,0.2941970252255927,0.13083282542507388,4.8740206623362425,39.45427622509808,83.78257311253239,-0.795363052546112,0.011736470913924673,0.08787825403479153
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-23,0,28,False,7150.890162991941,1989.0522323548794,10434.86682635867,0.6852881097560976,0.26484829188471276,0.44153356755675577,0.2395665585795065,12.985046646912986,20.65834113396568,54.30172891484435,0.20807906951505892,0.012631343433122577,0.23125398821678114
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-24,0,20,False,1458.113570891759,1829.7840170562267,9825.502417317695,0.1484009172214743,0.21237505004726365,0.3800049657602365,0.1944890702009301,10.103545564765692,19.392189208963824,48.88792398269334,0.48864495942060404,0.01795869709383532,0.18899682631042847
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-25,49,66,False,10819.62390832411,2097.05051779747,11095.330269230428,0.9751511352779731,0.4708504138881195,0.6081959601664494,0.21474948565379673,12.513764214735163,10.281506494963752,33.07677720466267,0.5905195207080535,0.023636688968988084,0.2699445351852738
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-26,46,65,False,5878.854445964122,2376.3498961925507,7346.620268670262,0.8002121017516799,0.41278348361553313,0.5860573396131608,0.09256050478494371,3.6029402586501185,14.64825818430209,32.899456627254295,0.4873230410682557,0.02368066955377222,0.09619525356047327
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-27,24,60,False,-10136.642786367911,1706.296443939209,7411.580496026182,-1.367676272530914,0.6116680831644339,0.6747736836847649,0.39485221146700694,23.17163769226046,32.68955400899738,88.55074571025523,-0.68726954948484,0.0058116342373159754,0.3385124023599606
holdout_dfl_bakeoff_v1,lstm_pairwise,2025-12-28,77,88,False,288.0564075587335,2584.611687809229,11889.188213940359,0.024228433630227204,0.4628822834830108,0.5413540109576434,0.4471047068410501,26.033329596633862,46.155194572624666,118.3437187418832,-0.6368258361198197,0.016936552164145663,0.3513975385911186
